payment_id,customer_id,film_id,store_id,date_id,rental_id,amount,payment_date,last_update
10737,396,465,1,20050821,14778,5.99,2005-08-21T23:56:30.000Z,2006-02-15T22:17:44.000Z
11828,438,189,1,20060214,12524,0.99,2006-02-14T15:16:03.000Z,2006-02-15T22:18:45.000Z
3549,131,899,1,20050818,12216,0.99,2005-08-18T02:37:07.000Z,2006-02-15T22:13:17.000Z
13630,506,730,2,20050530,907,0.99,2005-05-30T10:37:27.000Z,2006-02-15T22:20:31.000Z
15876,593,275,1,20050618,2205,4.99,2005-06-18T02:14:34.000Z,2006-02-15T22:23:31.000Z
142,5,575,2,20050821,14430,6.99,2005-08-21T11:31:11.000Z,2006-02-15T22:12:30.000Z
4588,169,370,2,20050709,5066,2.99,2005-07-09T04:48:50.000Z,2006-02-15T22:13:41.000Z
1749,64,966,2,20050712,6698,1.99,2005-07-12T12:45:00.000Z,2006-02-15T22:12:46.000Z
4806,177,243,1,20050711,6217,9.99,2005-07-11T13:13:45.000Z,2006-02-15T22:13:47.000Z
15074,563,55,1,20050529,773,5.99,2005-05-29T13:18:05.000Z,2006-02-15T22:22:05.000Z
2196,81,534,2,20050526,289,0.99,2005-05-26T20:01:09.000Z,2006-02-15T22:12:52.000Z
11212,414,356,2,20050820,13494,2.99,2005-08-20T01:36:34.000Z,2006-02-15T22:18:12.000Z
15010,560,867,1,20050801,10733,7.99,2005-08-01T19:28:01.000Z,2006-02-15T22:22:01.000Z
1062,38,738,1,20050818,12187,1.99,2005-08-18T01:45:50.000Z,2006-02-15T22:12:38.000Z
1380,50,937,2,20050731,10046,2.99,2005-07-31T19:07:11.000Z,2006-02-15T22:12:41.000Z
3509,130,37,2,20050618,2292,2.99,2005-06-18T07:37:48.000Z,2006-02-15T22:13:16.000Z
998,36,773,2,20050730,9369,2.99,2005-07-30T18:52:19.000Z,2006-02-15T22:12:37.000Z
2877,107,668,1,20050619,2860,4.99,2005-06-19T23:20:40.000Z,2006-02-15T22:13:03.000Z
9176,339,458,2,20050817,11582,3.99,2005-08-17T02:03:49.000Z,2006-02-15T22:16:27.000Z
12549,465,746,1,20050727,7508,2.99,2005-07-27T20:33:08.000Z,2006-02-15T22:19:26.000Z
7226,267,618,2,20050729,8572,1.99,2005-07-29T11:51:24.000Z,2006-02-15T22:15:06.000Z
11845,439,928,1,20050729,8343,2.99,2005-07-29T04:45:16.000Z,2006-02-15T22:18:46.000Z
14826,552,645,1,20050823,15700,2.99,2005-08-23T10:21:21.000Z,2006-02-15T22:21:49.000Z
13675,507,700,2,20050712,6891,2.99,2005-07-12T21:07:35.000Z,2006-02-15T22:20:34.000Z
178,7,545,1,20050531,1063,5.99,2005-05-31T08:44:29.000Z,2006-02-15T22:12:30.000Z
9833,363,242,2,20050822,15279,4.99,2005-08-22T19:08:49.000Z,2006-02-15T22:16:58.000Z
11036,408,873,1,20050619,2564,2.99,2005-06-19T03:41:10.000Z,2006-02-15T22:18:01.000Z
3700,137,722,2,20050730,9200,4.99,2005-07-30T12:39:52.000Z,2006-02-15T22:13:20.000Z
7595,280,152,1,20050729,8695,6.99,2005-07-29T16:44:55.000Z,2006-02-15T22:15:21.000Z
15432,576,614,1,20050706,3877,4.99,2005-07-06T18:22:10.000Z,2006-02-15T22:22:30.000Z
925,33,432,2,20050822,15096,5.99,2005-08-22T11:43:04.000Z,2006-02-15T22:12:36.000Z
12850,475,831,1,20050728,7775,1.99,2005-07-28T07:04:36.000Z,2006-02-15T22:19:44.000Z
2597,96,344,1,20050618,2372,0.99,2005-06-18T14:37:37.000Z,2006-02-15T22:12:58.000Z
5357,198,1000,2,20050528,582,4.99,2005-05-28T11:33:46.000Z,2006-02-15T22:14:02.000Z
2422,89,951,2,20050709,5483,2.99,2005-07-09T23:54:09.000Z,2006-02-15T22:12:55.000Z
5230,193,347,1,20050729,8431,4.99,2005-07-29T07:12:48.000Z,2006-02-15T22:13:58.000Z
6826,253,299,1,20050731,9606,0.99,2005-07-31T03:50:46.000Z,2006-02-15T22:14:52.000Z
5676,209,184,2,20050729,8759,8.99,2005-07-29T19:22:37.000Z,2006-02-15T22:14:11.000Z
14735,549,89,2,20050707,4447,0.99,2005-07-07T23:15:28.000Z,2006-02-15T22:21:42.000Z
6219,231,583,2,20050527,329,5.99,2005-05-27T01:57:14.000Z,2006-02-15T22:14:31.000Z
1834,67,200,1,20050728,7895,0.99,2005-07-28T10:57:15.000Z,2006-02-15T22:12:47.000Z
11347,419,587,1,20050818,12720,5.99,2005-08-18T21:28:42.000Z,2006-02-15T22:18:20.000Z
3,1,611,1,20050615,1185,5.99,2005-06-15T00:54:12.000Z,2006-02-15T22:12:30.000Z
5004,184,949,1,20050710,5891,0.99,2005-07-10T20:01:17.000Z,2006-02-15T22:13:52.000Z
12409,459,908,2,20050820,13960,10.99,2005-08-20T18:16:26.000Z,2006-02-15T22:19:18.000Z
5056,186,937,1,20050730,9303,2.99,2005-07-30T16:35:59.000Z,2006-02-15T22:13:54.000Z
6878,255,365,1,20050727,7475,8.99,2005-07-27T19:07:43.000Z,2006-02-15T22:14:54.000Z
11661,432,924,2,20050817,11870,0.99,2005-08-17T14:11:28.000Z,2006-02-15T22:18:36.000Z
8818,326,810,1,20050731,10108,0.99,2005-07-31T21:02:14.000Z,2006-02-15T22:16:10.000Z
14248,529,572,1,20050817,11862,2.99,2005-08-17T13:54:53.000Z,2006-02-15T22:21:10.000Z
972,35,162,2,20050729,8822,6.99,2005-07-29T22:20:21.000Z,2006-02-15T22:12:37.000Z
3645,135,391,1,20050712,6461,3.99,2005-07-12T01:14:03.000Z,2006-02-15T22:13:19.000Z
11645,432,294,2,20050530,897,8.99,2005-05-30T09:10:01.000Z,2006-02-15T22:18:35.000Z
12015,445,639,2,20050817,11868,4.99,2005-08-17T14:05:34.000Z,2006-02-15T22:18:56.000Z
3340,124,849,2,20050618,2336,1.99,2005-06-18T11:00:05.000Z,2006-02-15T22:13:12.000Z
11709,434,208,1,20050817,11867,2.99,2005-08-17T14:04:28.000Z,2006-02-15T22:18:39.000Z
10052,371,688,2,20050823,15786,0.99,2005-08-23T13:48:34.000Z,2006-02-15T22:17:09.000Z
8546,315,114,1,20050729,8677,6.99,2005-07-29T16:01:13.000Z,2006-02-15T22:15:58.000Z
1082,39,105,2,20050729,8366,1.99,2005-07-29T05:11:14.000Z,2006-02-15T22:12:38.000Z
3602,133,616,2,20050730,9139,2.99,2005-07-30T10:11:52.000Z,2006-02-15T22:13:18.000Z
3908,144,37,2,20050802,10951,4.99,2005-08-02T03:26:35.000Z,2006-02-15T22:13:25.000Z
9309,344,367,1,20050819,13033,3.99,2005-08-19T08:34:39.000Z,2006-02-15T22:16:34.000Z
4013,148,387,1,20050615,1501,1.99,2005-06-15T22:02:35.000Z,2006-02-15T22:13:28.000Z
5701,210,553,2,20050710,5957,0.99,2005-07-10T23:24:02.000Z,2006-02-15T22:14:12.000Z
2537,93,482,1,20050708,4733,2.99,2005-07-08T13:12:07.000Z,2006-02-15T22:12:57.000Z
15200,567,239,1,20050730,9279,7.99,2005-07-30T15:15:21.000Z,2006-02-15T22:22:14.000Z
12435,460,380,2,20050819,13341,3.99,2005-08-19T20:18:53.000Z,2006-02-15T22:19:19.000Z
308,12,978,1,20050619,2623,4.99,2005-06-19T08:11:51.000Z,2006-02-15T22:12:31.000Z
8784,325,464,1,20050710,5740,2.99,2005-07-10T11:51:58.000Z,2006-02-15T22:16:08.000Z
5862,216,646,1,20050618,2351,0.99,2005-06-18T12:27:57.000Z,2006-02-15T22:14:16.000Z
5983,221,369,2,20050708,4693,6.99,2005-07-08T11:07:36.000Z,2006-02-15T22:14:20.000Z
14166,526,68,2,20050731,10020,4.99,2005-07-31T18:21:08.000Z,2006-02-15T22:21:05.000Z
1627,59,262,2,20050707,4384,4.99,2005-07-07T20:46:45.000Z,2006-02-15T22:12:44.000Z
13959,518,411,1,20050819,13065,4.99,2005-08-19T09:48:52.000Z,2006-02-15T22:20:52.000Z
2852,106,715,2,20050618,2295,4.99,2005-06-18T07:56:18.000Z,2006-02-15T22:13:03.000Z
3557,131,137,2,20050823,16042,2.99,2005-08-23T22:20:40.000Z,2006-02-15T22:13:17.000Z
4831,178,609,1,20050708,4915,2.99,2005-07-08T21:31:22.000Z,2006-02-15T22:13:47.000Z
15646,584,872,2,20050727,7186,2.99,2005-07-27T08:26:12.000Z,2006-02-15T22:22:45.000Z
2040,75,863,2,20050728,7843,0.99,2005-07-28T09:10:22.000Z,2006-02-15T22:12:49.000Z
12472,462,365,2,20050621,3279,4.99,2005-06-21T06:05:53.000Z,2006-02-15T22:19:22.000Z
6416,237,439,1,20050822,15139,8.99,2005-08-22T13:38:11.000Z,2006-02-15T22:14:38.000Z
7436,274,974,1,20060214,13486,0.99,2006-02-14T15:16:03.000Z,2006-02-15T22:15:14.000Z
10247,378,410,1,20050822,14971,2.99,2005-08-22T06:52:49.000Z,2006-02-15T22:17:19.000Z
3893,144,659,2,20050712,6614,7.99,2005-07-12T08:33:49.000Z,2006-02-15T22:13:24.000Z
12824,474,695,1,20050712,6499,7.99,2005-07-12T03:11:18.000Z,2006-02-15T22:19:42.000Z
13459,499,175,2,20050820,13822,3.99,2005-08-20T13:39:28.000Z,2006-02-15T22:20:20.000Z
9052,335,138,2,20050710,5728,2.99,2005-07-10T11:26:14.000Z,2006-02-15T22:16:20.000Z
13300,494,514,1,20050616,1683,2.99,2005-06-16T11:54:55.000Z,2006-02-15T22:20:11.000Z
15607,582,733,1,20050821,14568,0.99,2005-08-21T16:30:48.000Z,2006-02-15T22:22:42.000Z
9707,359,1,1,20050823,15453,1.99,2005-08-23T01:01:01.000Z,2006-02-15T22:16:52.000Z
8800,325,877,1,20050822,15009,0.99,2005-08-22T08:27:27.000Z,2006-02-15T22:16:09.000Z
12481,462,710,1,20050728,7762,8.99,2005-07-28T06:34:23.000Z,2006-02-15T22:19:22.000Z
13634,506,150,2,20050615,1467,2.99,2005-06-15T20:47:10.000Z,2006-02-15T22:20:31.000Z
9570,354,280,1,20050727,7235,2.99,2005-07-27T10:09:30.000Z,2006-02-15T22:16:46.000Z
11581,429,117,2,20050530,844,4.99,2005-05-30T00:58:20.000Z,2006-02-15T22:18:32.000Z
13180,488,630,2,20050801,10767,0.99,2005-08-01T20:37:23.000Z,2006-02-15T22:20:03.000Z
2292,84,827,2,20050802,11220,4.99,2005-08-02T12:31:41.000Z,2006-02-15T22:12:53.000Z
12356,457,361,2,20060214,12645,3.98,2006-02-14T15:16:03.000Z,2006-02-15T22:19:15.000Z
14472,537,207,1,20050820,14010,4.99,2005-08-20T20:29:46.000Z,2006-02-15T22:21:25.000Z
1934,71,246,2,20050821,14105,7.99,2005-08-21T00:44:34.000Z,2006-02-15T22:12:48.000Z
11988,444,114,1,20050802,11419,6.99,2005-08-02T19:46:38.000Z,2006-02-15T22:18:54.000Z
12955,479,416,1,20050820,13974,2.99,2005-08-20T18:54:59.000Z,2006-02-15T22:19:50.000Z
5381,198,487,2,20050817,11836,4.99,2005-08-17T13:03:36.000Z,2006-02-15T22:14:03.000Z
13581,504,390,1,20050620,2938,6.99,2005-06-20T05:17:22.000Z,2006-02-15T22:20:28.000Z
13430,498,436,1,20050802,11455,6.99,2005-08-02T21:07:06.000Z,2006-02-15T22:20:18.000Z
12677,469,646,1,20050801,10658,2.99,2005-08-01T16:39:18.000Z,2006-02-15T22:19:33.000Z
10627,392,388,2,20050729,8254,0.99,2005-07-29T00:59:31.000Z,2006-02-15T22:17:38.000Z
7824,289,572,1,20050710,5584,4.99,2005-07-10T04:15:25.000Z,2006-02-15T22:15:30.000Z
6053,224,851,1,20050817,11816,0.99,2005-08-17T12:14:16.000Z,2006-02-15T22:14:23.000Z
3413,126,710,1,20050823,16007,7.99,2005-08-23T21:02:43.000Z,2006-02-15T22:13:14.000Z
10283,380,552,2,20050708,4706,4.99,2005-07-08T11:51:41.000Z,2006-02-15T22:17:20.000Z
4993,183,6,1,20050818,12764,3.99,2005-08-18T23:14:15.000Z,2006-02-15T22:13:52.000Z
1410,51,317,2,20050801,10780,2.99,2005-08-01T21:14:24.000Z,2006-02-15T22:12:41.000Z
6334,235,210,2,20050730,9019,5.99,2005-07-30T05:28:53.000Z,2006-02-15T22:14:35.000Z
2831,105,637,2,20050709,5261,4.99,2005-07-09T14:06:56.000Z,2006-02-15T22:13:02.000Z
1783,65,3,2,20050817,11845,2.99,2005-08-17T13:16:38.000Z,2006-02-15T22:12:46.000Z
11248,416,351,1,20050706,3868,2.99,2005-07-06T17:54:13.000Z,2006-02-15T22:18:14.000Z
13542,502,460,2,20050821,14411,4.99,2005-08-21T10:54:57.000Z,2006-02-15T22:20:25.000Z
14282,531,156,2,20050526,233,4.99,2005-05-26T11:43:44.000Z,2006-02-15T22:21:12.000Z
5790,213,732,1,20050729,8444,2.99,2005-07-29T07:36:13.000Z,2006-02-15T22:14:14.000Z
7680,284,387,2,20050527,423,0.99,2005-05-27T15:32:57.000Z,2006-02-15T22:15:24.000Z
7906,292,25,2,20050712,6900,6.99,2005-07-12T21:45:25.000Z,2006-02-15T22:15:33.000Z
1956,72,76,1,20050802,11422,5.99,2005-08-02T19:52:08.000Z,2006-02-15T22:12:48.000Z
10667,393,697,2,20050820,13788,1.99,2005-08-20T12:15:41.000Z,2006-02-15T22:17:40.000Z
10138,374,852,1,20050730,9113,0.99,2005-07-30T09:09:03.000Z,2006-02-15T22:17:13.000Z
9937,367,852,1,20050819,13235,4.99,2005-08-19T16:17:53.000Z,2006-02-15T22:17:04.000Z
13213,490,961,1,20050706,3932,4.99,2005-07-06T21:06:17.000Z,2006-02-15T22:20:05.000Z
5031,185,15,2,20050727,6965,2.99,2005-07-27T00:15:18.000Z,2006-02-15T22:13:53.000Z
6764,251,597,2,20050621,3422,7.99,2005-06-21T17:24:40.000Z,2006-02-15T22:14:50.000Z
328,12,672,2,20050820,13895,2.99,2005-08-20T15:58:28.000Z,2006-02-15T22:12:31.000Z
867,31,147,1,20050711,6208,3.99,2005-07-11T12:34:56.000Z,2006-02-15T22:12:36.000Z
6840,254,561,1,20050531,1108,5.99,2005-05-31T15:05:12.000Z,2006-02-15T22:14:52.000Z
5871,216,339,2,20050802,11005,0.99,2005-08-02T05:05:23.000Z,2006-02-15T22:14:17.000Z
3890,144,210,2,20050709,5374,8.99,2005-07-09T18:52:08.000Z,2006-02-15T22:13:24.000Z
9099,337,411,1,20050530,839,8.99,2005-05-30T00:28:12.000Z,2006-02-15T22:16:23.000Z
3659,135,244,2,20050817,11704,7.99,2005-08-17T07:21:22.000Z,2006-02-15T22:13:19.000Z
12827,474,352,2,20050802,11117,0.99,2005-08-02T08:36:03.000Z,2006-02-15T22:19:42.000Z
10633,392,929,1,20050817,12102,6.99,2005-08-17T22:45:26.000Z,2006-02-15T22:17:38.000Z
12166,451,467,2,20050619,2671,1.99,2005-06-19T11:33:11.000Z,2006-02-15T22:19:04.000Z
1130,41,680,2,20050727,6976,4.99,2005-07-27T00:40:01.000Z,2006-02-15T22:12:38.000Z
9092,336,179,1,20050820,13689,4.99,2005-08-20T09:04:30.000Z,2006-02-15T22:16:22.000Z
10364,382,252,1,20050821,14354,5.99,2005-08-21T09:08:14.000Z,2006-02-15T22:17:24.000Z
5325,197,168,1,20050615,1363,0.99,2005-06-15T14:05:11.000Z,2006-02-15T22:14:01.000Z
6579,243,829,1,20050730,9035,2.99,2005-07-30T06:16:07.000Z,2006-02-15T22:14:43.000Z
15501,578,453,2,20050801,10779,7.99,2005-08-01T21:11:54.000Z,2006-02-15T22:22:35.000Z
16001,597,337,1,20050817,11880,5.99,2005-08-17T14:28:28.000Z,2006-02-15T22:24:01.000Z
4944,181,601,2,20050821,14406,3.99,2005-08-21T10:46:35.000Z,2006-02-15T22:13:50.000Z
5359,198,158,1,20050530,932,2.99,2005-05-30T12:55:36.000Z,2006-02-15T22:14:02.000Z
1646,59,792,2,20050823,15905,2.99,2005-08-23T17:33:04.000Z,2006-02-15T22:12:44.000Z
1275,46,730,1,20050801,10803,4.99,2005-08-01T22:22:07.000Z,2006-02-15T22:12:40.000Z
4094,150,418,1,20050802,11123,2.99,2005-08-02T08:54:17.000Z,2006-02-15T22:13:30.000Z
1636,59,819,1,20050731,9573,6.99,2005-07-31T02:45:38.000Z,2006-02-15T22:12:44.000Z
4645,171,44,1,20050730,9066,4.99,2005-07-30T07:28:54.000Z,2006-02-15T22:13:43.000Z
15934,595,747,1,20050710,5952,1.99,2005-07-10T23:18:20.000Z,2006-02-15T22:23:45.000Z
13073,484,678,1,20050730,9141,5.99,2005-07-30T10:16:04.000Z,2006-02-15T22:19:57.000Z
7852,290,275,2,20050707,4416,0.99,2005-07-07T22:04:36.000Z,2006-02-15T22:15:31.000Z
7034,260,267,1,20050802,10970,8.99,2005-08-02T04:06:46.000Z,2006-02-15T22:14:59.000Z
4729,174,239,2,20050730,9301,4.99,2005-07-30T16:34:29.000Z,2006-02-15T22:13:45.000Z
9411,348,524,2,20050712,6776,2.99,2005-07-12T16:02:09.000Z,2006-02-15T22:16:39.000Z
12155,450,683,1,20050821,14282,4.99,2005-08-21T06:41:29.000Z,2006-02-15T22:19:04.000Z
40,2,421,2,20050729,8230,5.99,2005-07-29T00:12:59.000Z,2006-02-15T22:12:30.000Z
13384,497,502,2,20050708,4516,4.99,2005-07-08T02:43:41.000Z,2006-02-15T22:20:16.000Z
11735,435,868,1,20050817,11796,0.99,2005-08-17T11:16:47.000Z,2006-02-15T22:18:40.000Z
20,1,22,1,20050729,8326,2.99,2005-07-29T03:58:49.000Z,2006-02-15T22:12:30.000Z
2391,88,895,2,20050620,2878,2.99,2005-06-20T01:09:14.000Z,2006-02-15T22:12:55.000Z
1997,74,951,2,20050620,3020,1.99,2005-06-20T11:12:04.000Z,2006-02-15T22:12:49.000Z
5520,204,770,2,20050615,1321,2.99,2005-06-15T10:49:17.000Z,2006-02-15T22:14:06.000Z
12578,466,780,2,20050820,13988,4.99,2005-08-20T19:21:28.000Z,2006-02-15T22:19:28.000Z
7208,266,772,1,20050822,15346,4.99,2005-08-22T21:06:00.000Z,2006-02-15T22:15:05.000Z
8225,303,755,1,20050711,6205,4.99,2005-07-11T12:31:24.000Z,2006-02-15T22:15:45.000Z
11557,428,577,1,20050528,634,4.99,2005-05-28T17:40:35.000Z,2006-02-15T22:18:31.000Z
15169,566,203,2,20050728,8157,6.99,2005-07-28T21:06:45.000Z,2006-02-15T22:22:12.000Z
2161,79,374,1,20050731,9989,0.99,2005-07-31T17:22:39.000Z,2006-02-15T22:12:51.000Z
4347,160,730,2,20050620,2873,2.99,2005-06-20T00:41:25.000Z,2006-02-15T22:13:35.000Z
13193,489,887,1,20050619,2802,4.99,2005-06-19T19:18:17.000Z,2006-02-15T22:20:04.000Z
14654,545,912,1,20050818,12349,2.99,2005-08-18T07:23:42.000Z,2006-02-15T22:21:37.000Z
8615,318,670,2,20050621,3376,7.99,2005-06-21T13:43:02.000Z,2006-02-15T22:16:01.000Z
429,16,651,2,20050707,4263,3.99,2005-07-07T14:24:44.000Z,2006-02-15T22:12:32.000Z
8708,322,298,1,20050712,6511,3.99,2005-07-12T03:39:29.000Z,2006-02-15T22:16:05.000Z
10249,379,871,1,20050530,863,4.99,2005-05-30T03:14:59.000Z,2006-02-15T22:17:19.000Z
5933,219,625,1,20050712,6501,1.99,2005-07-12T03:11:55.000Z,2006-02-15T22:14:19.000Z
3415,127,688,2,20050529,708,0.99,2005-05-29T03:23:47.000Z,2006-02-15T22:13:14.000Z
11532,426,876,1,20050822,14826,2.99,2005-08-22T01:32:14.000Z,2006-02-15T22:18:29.000Z
164,6,862,1,20050802,11398,3.99,2005-08-02T18:55:15.000Z,2006-02-15T22:12:30.000Z
5724,211,805,1,20050707,4441,5.99,2005-07-07T23:04:23.000Z,2006-02-15T22:14:12.000Z
15413,575,546,2,20050802,11097,3.99,2005-08-02T08:05:46.000Z,2006-02-15T22:22:29.000Z
3195,119,73,1,20050709,5176,5.99,2005-07-09T09:39:31.000Z,2006-02-15T22:13:09.000Z
6506,241,966,1,20050621,3258,0.99,2005-06-21T03:53:58.000Z,2006-02-15T22:14:41.000Z
14637,544,729,2,20050822,15219,6.99,2005-08-22T17:00:31.000Z,2006-02-15T22:21:36.000Z
3167,118,739,2,20050527,351,5.99,2005-05-27T05:39:03.000Z,2006-02-15T22:13:09.000Z
7971,294,927,1,20050802,11071,2.99,2005-08-02T07:10:53.000Z,2006-02-15T22:15:35.000Z
12237,453,688,2,20050731,9900,1.99,2005-07-31T14:15:05.000Z,2006-02-15T22:19:08.000Z
15133,565,236,2,20050707,4413,2.99,2005-07-07T22:00:04.000Z,2006-02-15T22:22:09.000Z
12917,478,627,2,20050731,9665,4.99,2005-07-31T06:17:33.000Z,2006-02-15T22:19:48.000Z
470,18,174,2,20050529,692,4.99,2005-05-29T01:32:10.000Z,2006-02-15T22:12:32.000Z
8578,316,586,1,20050818,12191,0.99,2005-08-18T01:57:11.000Z,2006-02-15T22:16:00.000Z
8108,299,897,1,20050616,1650,8.99,2005-06-16T09:23:20.000Z,2006-02-15T22:15:41.000Z
8666,320,646,1,20050729,8238,0.99,2005-07-29T00:30:06.000Z,2006-02-15T22:16:03.000Z
6886,255,377,1,20050820,13683,0.99,2005-08-20T08:54:55.000Z,2006-02-15T22:14:54.000Z
3667,136,678,1,20050617,2104,2.99,2005-06-17T19:14:30.000Z,2006-02-15T22:13:19.000Z
14156,526,213,1,20050712,6671,3.99,2005-07-12T11:48:48.000Z,2006-02-15T22:21:04.000Z
8217,303,492,1,20050526,265,0.99,2005-05-26T16:07:38.000Z,2006-02-15T22:15:45.000Z
12863,476,422,2,20050528,489,4.99,2005-05-28T00:09:12.000Z,2006-02-15T22:19:44.000Z
2577,95,581,1,20050615,1174,2.99,2005-06-15T00:12:51.000Z,2006-02-15T22:12:58.000Z
5120,188,57,1,20050820,13787,5.99,2005-08-20T12:15:23.000Z,2006-02-15T22:13:55.000Z
7894,291,724,2,20050823,15663,3.99,2005-08-23T08:54:26.000Z,2006-02-15T22:15:32.000Z
13855,514,960,2,20050819,13344,3.99,2005-08-19T20:22:44.000Z,2006-02-15T22:20:45.000Z
11138,411,86,2,20050729,8613,5.99,2005-07-29T13:30:58.000Z,2006-02-15T22:18:09.000Z
13961,518,263,2,20050820,14088,6.99,2005-08-20T23:57:24.000Z,2006-02-15T22:20:52.000Z
10211,377,383,1,20050707,4225,0.99,2005-07-07T12:24:37.000Z,2006-02-15T22:17:17.000Z
13586,504,620,2,20050709,5153,6.99,2005-07-09T08:35:05.000Z,2006-02-15T22:20:28.000Z
9940,368,16,2,20050525,64,5.99,2005-05-25T09:21:29.000Z,2006-02-15T22:17:04.000Z
6711,248,727,1,20050820,13918,0.99,2005-08-20T16:47:32.000Z,2006-02-15T22:14:48.000Z
13049,483,647,2,20050729,8356,4.99,2005-07-29T04:58:56.000Z,2006-02-15T22:19:55.000Z
11722,435,963,1,20050706,3690,0.99,2005-07-06T09:46:03.000Z,2006-02-15T22:18:40.000Z
15367,574,157,2,20050616,1559,0.99,2005-06-16T02:35:03.000Z,2006-02-15T22:22:26.000Z
3115,115,574,2,20050817,11891,2.99,2005-08-17T15:11:55.000Z,2006-02-15T22:13:07.000Z
10854,401,687,1,20050823,15831,0.99,2005-08-23T15:21:19.000Z,2006-02-15T22:17:50.000Z
15114,564,285,1,20050801,10352,1.99,2005-08-01T05:44:36.000Z,2006-02-15T22:22:08.000Z
12880,476,272,1,20050801,10826,6.99,2005-08-01T23:07:56.000Z,2006-02-15T22:19:45.000Z
8405,309,993,1,20050801,10818,2.99,2005-08-01T22:52:45.000Z,2006-02-15T22:15:53.000Z
13574,503,403,1,20050823,15692,4.99,2005-08-23T10:00:02.000Z,2006-02-15T22:20:27.000Z
839,30,242,1,20050731,9641,0.99,2005-07-31T05:33:48.000Z,2006-02-15T22:12:36.000Z
11011,407,830,2,20050712,6727,0.99,2005-07-12T13:54:25.000Z,2006-02-15T22:17:59.000Z
3983,147,956,1,20050620,3011,5.99,2005-06-20T10:39:10.000Z,2006-02-15T22:13:27.000Z
4681,172,838,1,20050819,13067,5.99,2005-08-19T09:51:17.000Z,2006-02-15T22:13:43.000Z
9981,369,789,2,20050706,3903,2.99,2005-07-06T19:27:32.000Z,2006-02-15T22:17:06.000Z
13768,511,467,1,20050711,6040,0.99,2005-07-11T03:14:26.000Z,2006-02-15T22:20:39.000Z
1988,73,78,1,20050817,11609,3.99,2005-08-17T03:41:11.000Z,2006-02-15T22:12:49.000Z
9698,359,465,1,20050731,9898,4.99,2005-07-31T14:12:03.000Z,2006-02-15T22:16:52.000Z
15241,569,538,2,20050730,9220,1.99,2005-07-30T13:17:27.000Z,2006-02-15T22:22:17.000Z
14339,533,786,1,20050526,173,0.99,2005-05-26T03:42:10.000Z,2006-02-15T22:21:16.000Z
7791,288,366,1,20050527,427,6.99,2005-05-27T16:10:04.000Z,2006-02-15T22:15:28.000Z
13511,502,773,1,20050526,258,2.99,2005-05-26T15:28:14.000Z,2006-02-15T22:20:23.000Z
14275,530,219,1,20050818,12220,4.99,2005-08-18T02:50:02.000Z,2006-02-15T22:21:12.000Z
3925,145,805,2,20050707,4201,8.99,2005-07-07T11:19:51.000Z,2006-02-15T22:13:25.000Z
2686,99,859,1,20050819,12869,8.99,2005-08-19T02:50:36.000Z,2006-02-15T22:13:00.000Z
9086,336,598,1,20050731,10055,0.99,2005-07-31T19:15:58.000Z,2006-02-15T22:16:22.000Z
3708,137,478,2,20050802,11281,3.99,2005-08-02T14:35:01.000Z,2006-02-15T22:13:20.000Z
3314,123,27,1,20050616,1751,0.99,2005-06-16T17:00:14.000Z,2006-02-15T22:13:12.000Z
13182,488,392,1,20050818,12483,5.99,2005-08-18T12:38:37.000Z,2006-02-15T22:20:03.000Z
14234,529,311,2,20050707,4045,0.99,2005-07-07T03:26:14.000Z,2006-02-15T22:21:09.000Z
13403,497,379,2,20050823,15919,0.99,2005-08-23T18:01:31.000Z,2006-02-15T22:20:17.000Z
14890,556,429,2,20050526,184,0.99,2005-05-26T05:29:49.000Z,2006-02-15T22:21:53.000Z
8930,330,982,2,20050819,12867,0.99,2005-08-19T02:40:11.000Z,2006-02-15T22:16:15.000Z
13670,507,647,1,20050708,4744,0.99,2005-07-08T13:43:57.000Z,2006-02-15T22:20:33.000Z
10877,403,52,2,20050528,517,0.99,2005-05-28T03:17:57.000Z,2006-02-15T22:17:52.000Z
11484,425,823,1,20050707,4362,5.99,2005-07-07T19:35:30.000Z,2006-02-15T22:18:27.000Z
11210,414,700,2,20050819,13308,7.99,2005-08-19T18:59:42.000Z,2006-02-15T22:18:12.000Z
10347,382,561,1,20050618,2514,2.99,2005-06-18T23:56:44.000Z,2006-02-15T22:17:23.000Z
13239,491,625,1,20050618,2391,4.99,2005-06-18T15:33:30.000Z,2006-02-15T22:20:07.000Z
500,19,532,2,20050712,6495,4.99,2005-07-12T02:57:02.000Z,2006-02-15T22:12:33.000Z
6781,251,770,2,20050819,13121,2.99,2005-08-19T11:51:39.000Z,2006-02-15T22:14:50.000Z
4905,180,2,2,20050802,10992,8.99,2005-08-02T04:41:17.000Z,2006-02-15T22:13:49.000Z
10434,385,54,2,20050801,10557,0.99,2005-08-01T12:59:24.000Z,2006-02-15T22:17:28.000Z
14896,556,556,1,20050620,3093,4.99,2005-06-20T16:06:14.000Z,2006-02-15T22:21:53.000Z
14475,537,672,2,20050822,15149,2.99,2005-08-22T14:08:06.000Z,2006-02-15T22:21:25.000Z
8551,315,829,2,20050821,14162,2.99,2005-08-21T02:55:34.000Z,2006-02-15T22:15:59.000Z
5339,197,715,1,20050731,9585,4.99,2005-07-31T03:05:55.000Z,2006-02-15T22:14:01.000Z
